sentence_lengths_words,sentence_lengths_lemmas,sentence_lengths_lexical,L_lines_words,L_lines_lemmas,L_lines_lexical,L_closerange_words,L_closerange_lemmas,L_closerange_lexical,L_cliques_words,L_cliques_lemmas,L_cliques_lexical,L_dependency_words,L_dependency_lemmas,L_dependency_lexical,L_IFtrimmed_words,L_IFtrimmed_lemmas,L_IFtrimmed_lexical,average_k_lines_words,average_k_lines_lemmas,average_k_lines_lexical,average_k_closerange_words,average_k_closerange_lemmas,average_k_closerange_lexical,average_k_cliques_words,average_k_cliques_lemmas,average_k_cliques_lexical,average_k_dependency_words,average_k_dependency_lemmas,average_k_dependency_lexical,average_k_IFtrimmed_words,average_k_IFtrimmed_lemmas,average_k_IFtrimmed_lexical
18,18,9,3.8758169934640523,3.8758169934640523,2.611111111111111,2.679738562091503,3.1176470588235294,2.138888888888889,1,1,1,2.810457516339869,2.810457516339869,2.0277777777777777,1.869281045751634,1.8431372549019607,1.7777777777777777,2.111111111111111,2.111111111111111,2.2222222222222223,3,2.6666666666666665,2.6666666666666665,17,17,8,2.4444444444444446,2.4444444444444446,2.888888888888889,6.444444444444445,6.666666666666667,3.3333333333333335
11,11,7,3.1636363636363636,3.1636363636363636,2.6666666666666665,2.1818181818181817,2.0727272727272728,1.4666666666666666,1,1,1,2.5090909090909093,2.5090909090909093,2.0952380952380953,2.7818181818181817,2.8545454545454545,2.6666666666666665,2,2,1.7142857142857142,3.090909090909091,3.090909090909091,2.5714285714285716,10,10,6,2,2,1.7142857142857142,2.3636363636363638,2.727272727272727,1.7142857142857142
21,21,12,3.8714285714285714,3.8714285714285714,4.333333333333333,2.646153846153846,2.7,2.4393939393939394,1,1,1,3.019047619047619,3.019047619047619,2.4545454545454546,1.6714285714285715,1.723809523809524,1.6818181818181819,2.0952380952380953,2.0952380952380953,1.8333333333333333,2.9523809523809526,2.761904761904762,3.5,20,20,11,2.1904761904761907,2.1904761904761907,2,9.142857142857142,9.142857142857142,4.833333333333333
16,16,9,5.666666666666667,5.666666666666667,3.3333333333333335,3.408333333333333,3.341666666666667,2.0555555555555554,1,1,1,3.558333333333333,3.558333333333333,1.7272727272727273,2.216666666666667,1.9666666666666666,1.8055555555555556,1.875,1.875,1.7777777777777777,3.125,3.25,2.888888888888889,15,15,8,1.875,1.875,1.1111111111111112,5.375,5.75,3.7777777777777777
24,24,14,6.202898550724638,6.202898550724638,3.857142857142857,4.090909090909091,4.1976284584980235,2.5934065934065935,1,1,1,3.152173913043478,3.152173913043478,2.7472527472527473,2.1050724637681157,2.1557971014492754,2.21978021978022,2.1666666666666665,2.1666666666666665,2.142857142857143,3.1666666666666665,3.1666666666666665,3.2857142857142856,23,23,13,2.4166666666666665,2.4166666666666665,2.5714285714285716,8,8,3.857142857142857
23,23,14,3.0316205533596836,3.0316205533596836,2.1758241758241756,2.4703557312252964,2.354978354978355,1.7142857142857142,1,1,1,2.6482213438735176,2.6482213438735176,2.0128205128205128,1.7035573122529644,1.7588932806324111,1.8241758241758241,3.739130434782609,3.739130434782609,4,4.086956521739131,4.086956521739131,4.714285714285714,22,22,13,3.217391304347826,3.217391304347826,3.2857142857142856,9.217391304347826,8.782608695652174,5.142857142857143
16,16,10,2.8666666666666667,2.8666666666666667,2.1555555555555554,2.2083333333333335,2.4833333333333334,1.6111111111111112,1,1,1,2.475,2.475,2.022222222222222,1.7333333333333334,1.775,1.7333333333333334,2.625,2.625,2.6,3.75,3.375,3.2,15,15,9,2.625,2.625,2.6,6.25,6.5,4
22,22,13,7.666666666666667,7.666666666666667,4.666666666666667,5.082251082251083,4.619047619047619,2.858974358974359,1,1,1,3.4718614718614718,3.4718614718614718,2.088235294117647,2.207792207792208,2.103896103896104,2.1538461538461537,1.9090909090909092,1.9090909090909092,1.8461538461538463,2.5454545454545454,2.909090909090909,3.076923076923077,21,21,12,2,2,1.5384615384615385,5.7272727272727275,6.181818181818182,3.230769230769231
17,17,10,5.647058823529412,5.647058823529412,3.6666666666666665,3.45,3.4916666666666667,2.2777777777777777,1,1,1,2.911764705882353,2.911764705882353,2.422222222222222,2.0441176470588234,2.1176470588235294,1.8666666666666667,2.1176470588235294,2.1176470588235294,2.2,2.9411764705882355,2.9411764705882355,2.6,16,16,9,2,2,2,4.470588235294118,4.705882352941177,3
24,24,17,5.010869565217392,5.010869565217392,5.536764705882353,3.746376811594203,3.4818840579710146,3.573529411764706,1,1,1,3.851449275362319,3.851449275362319,2.5952380952380953,1.7789855072463767,1.684782608695652,1.5661764705882353,2.0833333333333335,2.0833333333333335,2,3,3.3333333333333335,2.823529411764706,23,23,16,2.1666666666666665,2.1666666666666665,1.8823529411764706,8.833333333333334,9.583333333333334,7.529411764705882
12,12,9,4.333333333333333,4.333333333333333,3.3333333333333335,2.4565217391304346,1.9,1.9444444444444444,1,1,1,3.3333333333333335,3.3333333333333335,2.6666666666666665,1.803030303030303,1.7424242424242424,2,1.8333333333333333,1.8333333333333333,1.7777777777777777,2.3333333333333335,2.1666666666666665,3.3333333333333335,11,11,8,2,2,2,5,5.166666666666667,2.6666666666666665
20,20,15,5.815789473684211,5.815789473684211,5.333333333333333,3.7736842105263158,3.768421052631579,3.5428571428571427,1,1,1,3.526315789473684,3.526315789473684,3.1714285714285713,2.4368421052631577,1.9263157894736842,2.1809523809523808,2.1,2.1,1.8666666666666667,2.9,3,2.933333333333333,19,19,14,2.4,2.4,2.2666666666666666,4.8,6.8,4.266666666666667
26,26,17,5.067692307692307,5.067692307692307,5.536764705882353,3.563076923076923,3.5292307692307694,3.6470588235294117,1,1,1,3.52,3.52,2.908333333333333,1.7292307692307691,1.873846153846154,1.8970588235294117,2.1538461538461537,2.1538461538461537,2.1176470588235294,3.1538461538461537,3.3076923076923075,2.823529411764706,25,25,16,2.230769230769231,2.230769230769231,2.1176470588235294,9.461538461538462,8.76923076923077,6.352941176470588
18,18,11,6.333333333333333,6.333333333333333,4,3.784313725490196,3.784313725490196,2.6545454545454548,1,1,1,3.2941176470588234,3.2941176470588234,2.672727272727273,2.287581699346405,1.908496732026144,1.6,1.8888888888888888,1.8888888888888888,1.8181818181818181,2.7777777777777777,2.7777777777777777,2.909090909090909,17,17,10,2,2,2,3.888888888888889,6.111111111111111,4.545454545454546
27,27,20,7.47008547008547,7.47008547008547,5.826315789473684,3.6208530805687205,3.4834123222748814,3.331578947368421,1,1,1,3.660968660968661,3.660968660968661,3.5842105263157893,1.8233618233618234,1.8803418803418803,2.1,2.2222222222222223,2.2222222222222223,2,3.037037037037037,3.185185185185185,3.7,26,26,19,2.2222222222222223,2.2222222222222223,2.1,8.814814814814815,9.481481481481481,5
11,11,6,4,4,2.3333333333333335,2.533333333333333,2.533333333333333,1.4666666666666666,1,1,1,2.4363636363636365,2.4363636363636365,1.8,1.3818181818181818,1.4727272727272727,1.6,1.8181818181818181,1.8181818181818181,1.6666666666666667,2.3636363636363638,2.3636363636363638,3,10,10,5,2,2,2,6.181818181818182,5.636363636363637,2
24,24,16,2.847826086956522,2.847826086956522,3.816666666666667,2.721014492753623,2.7717391304347827,2.3916666666666666,1,1,1,2.471014492753623,2.471014492753623,2.875,2.300724637681159,2.239130434782609,1.75,2.75,2.75,2.125,3.5,3.4166666666666665,3.875,23,23,15,3.0833333333333335,3.0833333333333335,2.375,6,5.916666666666667,6.125
24,24,11,4.141304347826087,4.141304347826087,2.3636363636363638,3.1050724637681157,3.2572463768115942,1.6363636363636365,1,1,1,3.351449275362319,3.351449275362319,2.5636363636363635,2.0144927536231885,2.097826086956522,2.327272727272727,2.8333333333333335,2.8333333333333335,2.727272727272727,3.3333333333333335,3.4166666666666665,4.181818181818182,23,23,10,2.25,2.25,2.1818181818181817,7.583333333333333,7.166666666666667,2.727272727272727
26,26,17,4.049230769230769,4.049230769230769,3.8970588235294117,2.986666666666667,3.3233333333333333,3.3088235294117645,1,1,1,3.686153846153846,3.686153846153846,2.4166666666666665,2.4184615384615387,2.212307692307692,1.8529411764705883,2.3076923076923075,2.3076923076923075,2.235294117647059,3.3846153846153846,3,3.5294117647058822,25,25,16,2.3076923076923075,2.3076923076923075,1.8823529411764706,5.615384615384615,7.615384615384615,5.294117647058823
13,13,9,3.41025641025641,3.41025641025641,3.3333333333333335,2.1515151515151514,2.106060606060606,1.9444444444444444,1,1,1,2.5641025641025643,2.5641025641025643,2.7222222222222223,2.0128205128205128,2.6025641025641026,2.3055555555555554,2,2,1.7777777777777777,3.230769230769231,3.230769230769231,3.3333333333333335,12,12,8,2.1538461538461537,2.1538461538461537,1.7777777777777777,3.8461538461538463,2.923076923076923,2.2222222222222223
11,11,9,4,4,3.3333333333333335,2.290909090909091,2.4545454545454546,2.4722222222222223,1,1,1,2.327272727272727,2.327272727272727,2.2222222222222223,1.8909090909090909,1.7636363636363637,1.9166666666666667,1.8181818181818181,1.8181818181818181,1.7777777777777777,3.272727272727273,2.909090909090909,2.6666666666666665,10,10,8,2,2,2,3.8181818181818183,4.7272727272727275,3.5555555555555554
30,30,13,4.804597701149425,4.804597701149425,4.666666666666667,3.878306878306878,4.601139601139601,2.128205128205128,1,1,1,3.52183908045977,3.52183908045977,2.590909090909091,1.6804597701149426,1.7195402298850575,1.7307692307692308,2.1333333333333333,2.1333333333333333,1.8461538461538463,2.8,2.3333333333333335,2.3076923076923075,29,29,12,2.2666666666666666,2.2666666666666666,2,12.866666666666667,14,5.538461538461538
24,23,10,5.391304347826087,4.529644268774703,2.7111111111111112,3.9384057971014492,2.134453781512605,1.8222222222222222,1,1,1,3.300724637681159,3.158102766798419,2.7777777777777777,2.1884057971014492,2.16600790513834,1.488888888888889,2.0833333333333335,2.1739130434782608,2.2,3,2.608695652173913,3.8,23,22,9,2.1666666666666665,2.260869565217391,2.2,8.166666666666666,7.826086956521739,5
13,13,8,4.102564102564102,4.102564102564102,3,2.9642857142857144,2.982142857142857,1.9642857142857142,1,1,1,2.3076923076923075,2.3076923076923075,1.8214285714285714,1.6794871794871795,1.5384615384615385,1.8571428571428572,2,2,1.75,2,1.8461538461538463,2.5,12,12,7,2.3076923076923075,2.3076923076923075,2.25,7.230769230769231,7.230769230769231,3
14,14,8,5,5,3,3.21978021978022,3.340659340659341,1.5625,1,1,1,2.868131868131868,2.868131868131868,2.2857142857142856,2.4175824175824174,1.978021978021978,2.107142857142857,1.8571428571428572,1.8571428571428572,1.75,3,2.857142857142857,2.25,13,13,7,2,2,2,3.5714285714285716,4.714285714285714,2.75
13,13,11,4.282051282051282,4.282051282051282,4,2.8333333333333335,2.641025641025641,2.5272727272727273,1,1,1,2.5641025641025643,2.5641025641025643,2.5454545454545454,2.6153846153846154,2.6666666666666665,2.381818181818182,2,2,2,2.923076923076923,2.923076923076923,2.727272727272727,12,12,10,2.1538461538461537,2.1538461538461537,2.1818181818181817,3.076923076923077,2.923076923076923,2.909090909090909
11,10,7,2.327272727272727,2.111111111111111,2,2,1.6666666666666667,1.4285714285714286,1,1,1,2.1454545454545455,1.9555555555555555,1.7142857142857142,1.7818181818181817,2.4444444444444446,1.8095238095238095,2.1818181818181817,2.4,2.2857142857142856,3.272727272727273,3.2,3.4285714285714284,10,9,6,2.3636363636363638,2.6,2.5714285714285716,4.909090909090909,3.2,2.857142857142857
25,26,13,4.886666666666667,4.876923076923077,4.666666666666667,4.04,5.224615384615385,2.858974358974359,1,1,1,3.763333333333333,3.793846153846154,2.606060606060606,2.0766666666666667,1.996923076923077,2.6538461538461537,2.24,2.1538461538461537,2,2.8,2.923076923076923,3.230769230769231,24,25,12,2.4,2.3076923076923075,2.1538461538461537,8.16,9.23076923076923,3.3846153846153846
16,16,14,3.591666666666667,3.591666666666667,3.758241758241758,2.4,2.3333333333333335,2.2857142857142856,1,1,1,3.066666666666667,3.066666666666667,2.934065934065934,2.3,1.625,1.8131868131868132,2.125,2.125,2,3.625,3.875,3.857142857142857,15,15,13,2.125,2.125,2,4.125,6.875,5.285714285714286
23,22,15,5.660079051383399,4.575757575757576,3.619047619047619,3.1243523316062176,3.1904761904761907,2.447619047619048,1,1,1,2.9486166007905137,2.8874458874458875,2.4952380952380953,2.316205533596838,2,1.7714285714285714,2,2.090909090909091,2.1333333333333333,2.782608695652174,2.8181818181818183,3.466666666666667,22,21,14,2,2.090909090909091,2.1333333333333333,5.304347826086956,6.454545454545454,5.2
13,13,8,4.666666666666667,4.666666666666667,3,2.25,2.076923076923077,1.7857142857142858,1,1,1,2.7435897435897436,2.7435897435897436,1.9090909090909092,1.8717948717948718,1.9487179487179487,1.2857142857142858,1.8461538461538463,1.8461538461538463,1.75,2.4615384615384617,2.1538461538461537,3.25,12,12,7,2,2,1.25,4.153846153846154,4,5.25
14,14,8,5,5,3,3.3076923076923075,3.3516483516483517,1.7857142857142858,1,1,1,2.5604395604395602,2.5604395604395602,2.0357142857142856,1.5274725274725274,1.3406593406593406,1.75,1.8571428571428572,1.8571428571428572,1.75,2.857142857142857,2.7142857142857144,3.25,13,13,7,2,2,2,7.571428571428571,9.142857142857142,3.25
10,10,7,3.6666666666666665,3.6666666666666665,2.6666666666666665,1.7083333333333333,1.7083333333333333,1.7619047619047619,1,1,1,2.7777777777777777,2.7777777777777777,1.9333333333333333,1.488888888888889,1.288888888888889,2,1.8,1.8,1.7142857142857142,2.2,2.2,2.5714285714285716,9,9,6,2.4,2.4,2.2857142857142856,5.4,6.8,1.7142857142857142
17,17,11,3.75,3.75,3.2545454545454544,4.158333333333333,4.158333333333333,3.0545454545454547,1,1,1,3.0588235294117645,3.0588235294117645,2.7777777777777777,1.3308823529411764,1.3014705882352942,2.2,2.1176470588235294,2.1176470588235294,2,2.4705882352941178,2.4705882352941178,2.5454545454545454,16,16,10,2.3529411764705883,2.3529411764705883,2.1818181818181817,11.411764705882353,11.764705882352942,2.3636363636363638
18,17,11,4.143790849673203,3.3676470588235294,2.5454545454545454,2.841666666666667,2.85,2.1636363636363636,1,1,1,3,2.9191176470588234,2.3454545454545452,1.5032679738562091,1.4558823529411764,1.6181818181818182,2,2.1176470588235294,2.1818181818181817,2.4444444444444446,2.588235294117647,2.909090909090909,17,16,10,2,2.1176470588235294,2.1818181818181817,9.11111111111111,9.529411764705882,4.7272727272727275
20,20,14,3.468421052631579,3.468421052631579,3.131868131868132,4.339869281045751,4.947712418300654,2.120879120879121,1,1,1,2.6052631578947367,2.6052631578947367,2.4175824175824174,1.3,1.2157894736842105,1.2527472527472527,2.6,2.6,2.142857142857143,2,1.8,3.5714285714285716,19,19,13,2.7,2.7,2.5714285714285716,13.5,15.2,9.857142857142858
13,13,8,2.923076923076923,2.923076923076923,2.7857142857142856,2.0757575757575757,2.621212121212121,1.7857142857142858,1,1,1,2.4743589743589745,2.4743589743589745,2.5357142857142856,1.5769230769230769,1.3333333333333333,1.5,2.1538461538461537,2.1538461538461537,2,3.230769230769231,2.6153846153846154,3.25,12,12,7,2,2,1.75,6.461538461538462,8.307692307692308,4
22,21,14,3.1471861471861473,2.8476190476190477,3.3516483516483517,2.592233009708738,2.9766081871345027,2.1940298507462686,1,1,1,2.9393939393939394,2.7523809523809524,2.857142857142857,2.1255411255411256,1.8047619047619048,2.1648351648351647,2.4545454545454546,2.5714285714285716,2,2.3636363636363638,2.2857142857142856,3,21,20,13,2.4545454545454546,2.5714285714285716,2,7.454545454545454,9.619047619047619,4
18,18,11,4.366013071895424,4.366013071895424,2.890909090909091,1.9692307692307693,1.8714285714285714,2.0545454545454547,1,1,1,2.9411764705882355,2.9411764705882355,1.8333333333333333,1.9281045751633987,2.0326797385620914,1.9454545454545455,2.111111111111111,2.111111111111111,2,2.6666666666666665,3,3.4545454545454546,17,17,10,2.2222222222222223,2.2222222222222223,1.2727272727272727,7,6.888888888888889,4.181818181818182
13,13,7,4.666666666666667,4.666666666666667,2.6666666666666665,2.6025641025641026,2.7051282051282053,1.8666666666666667,1,1,1,2.871794871794872,2.871794871794872,1.25,2.7435897435897436,2.3461538461538463,1.9047619047619047,1.8461538461538463,1.8461538461538463,1.7142857142857142,3.5384615384615383,3.230769230769231,2,12,12,6,1.8461538461538463,1.8461538461538463,0.8571428571428571,3.076923076923077,3.6923076923076925,2.2857142857142856
16,16,11,3.2666666666666666,3.2666666666666666,2.727272727272727,2.3916666666666666,2.341666666666667,1.9272727272727272,1,1,1,2.7333333333333334,2.7333333333333334,2.6,1.9916666666666667,1.6583333333333334,1.309090909090909,2.125,2.125,2,3.25,3,2.909090909090909,15,15,10,2.125,2.125,2,4.125,7,7.2727272727272725
43,42,28,5.342192691029901,4.930313588850174,4.4603174603174605,3.741971207087486,3.9802555168408826,3.013333333333333,1,1,1,3.9224806201550386,3.8606271777003482,3.502645502645503,2.510520487264673,2.0720092915214865,1.7645502645502646,2.3255813953488373,2.380952380952381,2.2142857142857144,3.7209302325581395,3.5238095238095237,3.2857142857142856,42,41,27,2.372093023255814,2.4285714285714284,2.2857142857142856,9.488372093023257,11.142857142857142,10.642857142857142
12,12,9,3.6666666666666665,3.6666666666666665,3.3333333333333335,2.327272727272727,2.2888888888888888,2.2777777777777777,1,1,1,2.484848484848485,2.484848484848485,2.3333333333333335,1.9090909090909092,1.8636363636363635,1.8611111111111112,2,2,1.7777777777777777,2.8333333333333335,2.3333333333333335,2.4444444444444446,11,11,8,2,2,1.7777777777777777,4.833333333333333,5.666666666666667,4
14,14,10,3.6043956043956045,3.6043956043956045,3.6666666666666665,1.934782608695652,1.9565217391304348,2.6222222222222222,1,1,1,2.7362637362637363,2.7362637362637363,2.311111111111111,1.978021978021978,2.076923076923077,2.1777777777777776,2,2,1.8,2.7142857142857144,2.7142857142857144,2.4,13,13,9,2.2857142857142856,2.2857142857142856,2.2,4.142857142857143,5,2.8
20,19,11,4.094736842105263,3.4502923976608186,2.581818181818182,3.9105263157894736,3.017543859649123,1.7027027027027026,1,1,1,2.7157894736842105,2.7251461988304095,2.311111111111111,2.3473684210526318,2.0058479532163744,1.981818181818182,2.2,2.3157894736842106,2.1818181818181817,3,3.1578947368421053,2.909090909090909,19,18,10,2.2,2.210526315789474,1.8181818181818181,4.3,5.2631578947368425,3.272727272727273
22,21,16,4.212121212121212,3.876190476190476,3.2083333333333335,2.787878787878788,2.6142857142857143,2.257142857142857,1,1,1,3.601731601731602,3.323809523809524,3,2.3203463203463204,2.242857142857143,2.558333333333333,2.090909090909091,2.1904761904761907,2.25,3.4545454545454546,3.3333333333333335,3.375,21,20,15,2.090909090909091,2,2,5.636363636363637,6.190476190476191,4.25
15,15,11,4.514285714285714,4.514285714285714,4,2.396551724137931,3.4725274725274726,2.381818181818182,1,1,1,3.3047619047619046,3.3047619047619046,3,1.8571428571428572,1.6952380952380952,2.1818181818181817,2,2,1.8181818181818181,2.1333333333333333,2,3.090909090909091,14,14,10,2.1333333333333333,2.1333333333333333,2,5.466666666666667,6.133333333333334,2.909090909090909
26,26,16,4.861538461538461,4.861538461538461,5.666666666666667,5.22463768115942,3.358108108108108,3.3333333333333335,1,1,1,3.713846153846154,3.713846153846154,3,2.1415384615384614,1.5538461538461539,1.75,2.1538461538461537,2.1538461538461537,1.875,2.769230769230769,2.3846153846153846,3.25,25,25,15,2.230769230769231,2.230769230769231,1.875,8.461538461538462,13.23076923076923,6.125
15,15,12,4.304761904761905,4.304761904761905,3.6363636363636362,2.8476190476190477,3.3333333333333335,2.4696969696969697,1,1,1,3.342857142857143,3.342857142857143,3.196969696969697,1.980952380952381,1.8666666666666667,1.9696969696969697,2.1333333333333333,2.1333333333333333,2,3.2,2.933333333333333,2.8333333333333335,14,14,11,2.1333333333333333,2.1333333333333333,2,4.933333333333334,6,4.333333333333333
29,27,17,5.108374384236453,4.034188034188034,4.580882352941177,4.96319018404908,2.8135593220338984,3.8308823529411766,1,1,1,3.438423645320197,3.2336182336182335,3.408333333333333,2.187192118226601,1.8233618233618234,2,2.5517241379310347,2.740740740740741,2.235294117647059,2.8275862068965516,2.6666666666666665,3.176470588235294,28,26,16,2.689655172413793,2.814814814814815,2.3529411764705883,8.068965517241379,9.185185185185185,5.764705882352941
22,22,13,7.666666666666667,7.666666666666667,4.666666666666667,4.6761904761904765,4.728571428571429,2.7051282051282053,1,1,1,3.844155844155844,3.844155844155844,3.6794871794871793,2.4372294372294374,1.800865800865801,1.8333333333333333,1.9090909090909092,1.9090909090909092,1.8461538461538463,2.6363636363636362,2.6363636363636362,3.076923076923077,21,21,12,2.090909090909091,2.090909090909091,2,6.818181818181818,9.545454545454545,4.923076923076923
